gestation_week,predicted_Y_conc,ci_lo,ci_hi,ci_lo_raw,ci_hi_raw
11.0,0.06751608903837596,0.05792085904964516,0.07665911415563047,0.05792085904964516,0.07665911415563047
11.13997113997114,0.06759405018656116,0.05920763339008601,0.07585673918117815,0.05920763339008601,0.07585673918117815
11.27994227994228,0.06778456138777461,0.06003870277142654,0.07504931038276423,0.06003870277142654,0.07504931038276423
11.41991341991342,0.06807901336035205,0.061505338871118184,0.07437442115293207,0.061505338871118184,0.07437442115293207
11.55988455988456,0.0684687968226292,0.062406948107608766,0.07448501923470759,0.062406948107608766,0.07448501923470759
11.6998556998557,0.06894530249294184,0.06308644507535122,0.07441435027349133,0.06308644507535122,0.07441435027349133
11.83982683982684,0.06949992108962569,0.06406134190792402,0.0748802190170175,0.06406134190792402,0.0748802190170175
11.97979797979798,0.07012404333101652,0.06494455121493303,0.07481830827042517,0.06494455121493303,0.07481830827042517
12.11976911976912,0.07080905993545004,0.06578951690446667,0.07510017065981675,0.06578951690446667,0.07510017065981675
12.25974025974026,0.07154636162126202,0.06658648400589864,0.07555375035432214,0.06658648400589864,0.07555375035432214
12.3997113997114,0.07232733910678818,0.06770289912704537,0.07661706170303782,0.06770289912704537,0.07661706170303782
12.53968253968254,0.07314338311036428,0.0686703310935817,0.07729153610604557,0.0686703310935817,0.07729153610604557
12.67965367965368,0.07398588435032606,0.06944417719040477,0.07783956350171477,0.06944417719040477,0.07783956350171477
12.81962481962482,0.07484623354500927,0.07034945887877564,0.07848378352788364,0.07034945887877564,0.07848378352788364
12.95959595959596,0.07571582141274964,0.07133471245567759,0.07937573420310845,0.07133471245567759,0.07937573420310845
13.0995670995671,0.07658603867188293,0.0723485568695178,0.08031539505402313,0.0723485568695178,0.08031539505402313
13.23953823953824,0.07744827604074488,0.0731551711948803,0.08109341106490767,0.0731551711948803,0.08109341106490767
13.37950937950938,0.07829392423767122,0.07400852342027638,0.0820009856337999,0.07400852342027638,0.0820009856337999
13.51948051948052,0.0791143739809977,0.07494685511009032,0.08287560272660004,0.07494685511009032,0.08287560272660004
13.659451659451658,0.07990101598906008,0.07570398172239831,0.08370815730223964,0.07570398172239831,0.08370815730223964
13.7994227994228,0.08064524098019409,0.07641292804745015,0.08449027631022794,0.07641292804745015,0.08449027631022794
13.93939393939394,0.08133843967273546,0.07712937056537754,0.08536776006575664,0.07712937056537754,0.08536776006575664
14.079365079365079,0.08197200278501995,0.07773882237518985,0.08609281163326311,0.07773882237518985,0.08609281163326311
14.219336219336219,0.08253732103538332,0.0782390882237822,0.08665492058315033,0.0782390882237822,0.08665492058315033
14.359307359307358,0.08302578514216127,0.0787522754970389,0.08713886048252294,0.0787522754970389,0.08713886048252294
14.4992784992785,0.08342881987502267,0.07916344102200962,0.08754003796154415,0.07916344102200962,0.08754003796154415
14.63924963924964,0.08374197021493703,0.07939883147881671,0.08785500742271231,0.07939883147881671,0.08785500742271231
